Dataset,Relation,Query,Direction,Rank1,Rank2,RR1,RR2,RR2 - RR1,#Candidates
hetionet,AeG,? AeG Gene::9550,head,4,3,0.25,0.333333,0.083333,103
hetionet,AeG,? AeG Gene::9550,head,4,3,0.25,0.333333,0.083333,103
hetionet,AeG,? AeG Gene::9550,head,4,3,0.25,0.333333,0.083333,103
hetionet,AeG,? AeG Gene::9611,head,4,3,0.25,0.333333,0.083333,103
hetionet,AeG,? AeG Gene::9611,head,4,3,0.25,0.333333,0.083333,103
hetionet,AeG,? AeG Gene::9611,head,4,3,0.25,0.333333,0.083333,103
hetionet,AeG,? AeG Gene::9611,head,4,3,0.25,0.333333,0.083333,103
hetionet,AuG,? AuG Gene::10189,head,6,4,0.166667,0.25,0.083333,100
hetionet,AuG,? AuG Gene::10212,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::10297,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::10455,head,6,4,0.166667,0.25,0.083333,101
hetionet,AuG,? AuG Gene::10455,head,6,4,0.166667,0.25,0.083333,101
hetionet,AuG,? AuG Gene::10712,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::113451,head,4,3,0.25,0.333333,0.083333,102
hetionet,AuG,? AuG Gene::113451,head,4,3,0.25,0.333333,0.083333,102
hetionet,AuG,? AuG Gene::113451,head,4,3,0.25,0.333333,0.083333,102
hetionet,AuG,? AuG Gene::117247,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::117854,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::124044,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::1306,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::154796,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::154796,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::161829,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::166647,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::1933,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::200576,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::2196,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::221424,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::222658,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::2302,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::23067,head,6,4,0.166667,0.25,0.083333,101
hetionet,AuG,? AuG Gene::23067,head,6,4,0.166667,0.25,0.083333,101
hetionet,AuG,? AuG Gene::23177,head,4,3,0.25,0.333333,0.083333,102
hetionet,AuG,? AuG Gene::23177,head,4,3,0.25,0.333333,0.083333,102
hetionet,AuG,? AuG Gene::23177,head,4,3,0.25,0.333333,0.083333,102
hetionet,AuG,? AuG Gene::23285,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::23516,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::23516,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::23604,head,6,4,0.166667,0.25,0.083333,100
hetionet,AuG,? AuG Gene::25865,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::25865,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::26099,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::26099,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::27240,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::29995,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::3270,head,6,4,0.166667,0.25,0.083333,100
hetionet,AuG,? AuG Gene::366,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::3698,head,6,4,0.166667,0.25,0.083333,100
hetionet,AuG,? AuG Gene::37,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::3835,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::3835,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::4615,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::467,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::467,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::486,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::50619,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::51102,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::5157,head,4,3,0.25,0.333333,0.083333,102
hetionet,AuG,? AuG Gene::5157,head,4,3,0.25,0.333333,0.083333,102
hetionet,AuG,? AuG Gene::5157,head,4,3,0.25,0.333333,0.083333,102
hetionet,AuG,? AuG Gene::54550,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::54566,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::54822,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::54870,head,6,4,0.166667,0.25,0.083333,100
hetionet,AuG,? AuG Gene::55120,head,6,4,0.166667,0.25,0.083333,101
hetionet,AuG,? AuG Gene::55120,head,6,4,0.166667,0.25,0.083333,101
hetionet,AuG,? AuG Gene::55149,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::55154,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::5549,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::55626,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::581,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::5900,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::5900,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::60684,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::6150,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::6293,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::64417,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::64417,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::645840,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::645840,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::65989,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::6604,head,6,4,0.166667,0.25,0.083333,101
hetionet,AuG,? AuG Gene::6604,head,6,4,0.166667,0.25,0.083333,101
hetionet,AuG,? AuG Gene::7227,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::7494,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::7518,head,6,4,0.166667,0.25,0.083333,100
hetionet,AuG,? AuG Gene::759,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::7707,head,6,4,0.166667,0.25,0.083333,100
hetionet,AuG,? AuG Gene::80331,head,6,4,0.166667,0.25,0.083333,100
hetionet,AuG,? AuG Gene::80761,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::81488,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::81488,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::81552,head,6,4,0.166667,0.25,0.083333,100
hetionet,AuG,? AuG Gene::83732,head,6,4,0.166667,0.25,0.083333,100
hetionet,AuG,? AuG Gene::84522,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::84522,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::85320,head,6,4,0.166667,0.25,0.083333,100
hetionet,AuG,? AuG Gene::8741,head,6,4,0.166667,0.25,0.083333,100
hetionet,AuG,? AuG Gene::8826,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::8905,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::8905,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::92241,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::92283,head,4,3,0.25,0.333333,0.083333,102
hetionet,AuG,? AuG Gene::92283,head,4,3,0.25,0.333333,0.083333,102
hetionet,AuG,? AuG Gene::92283,head,4,3,0.25,0.333333,0.083333,102
hetionet,AuG,? AuG Gene::9249,head,6,4,0.166667,0.25,0.083333,101
hetionet,AuG,? AuG Gene::9249,head,6,4,0.166667,0.25,0.083333,101
hetionet,AuG,? AuG Gene::92747,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::93974,head,4,3,0.25,0.333333,0.083333,100
hetionet,AuG,? AuG Gene::9590,head,6,4,0.166667,0.25,0.083333,101
hetionet,AuG,? AuG Gene::9590,head,6,4,0.166667,0.25,0.083333,101
hetionet,AuG,? AuG Gene::9719,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::9719,head,4,3,0.25,0.333333,0.083333,101
hetionet,AuG,? AuG Gene::9725,head,4,3,0.25,0.333333,0.083333,100
hetionet,CrC,Compound::DB00589 CrC ?,tail,4,3,0.25,0.333333,0.083333,100
hetionet,CrC,Compound::DB00624 CrC ?,tail,6,4,0.166667,0.25,0.083333,100
hetionet,CrC,Compound::DB00748 CrC ?,tail,4,3,0.25,0.333333,0.083333,101
hetionet,CrC,Compound::DB00748 CrC ?,tail,4,3,0.25,0.333333,0.083333,101
hetionet,CrC,Compound::DB08819 CrC ?,tail,4,3,0.25,0.333333,0.083333,100
hetionet,CrC,? CrC Compound::DB00120,head,4,3,0.25,0.333333,0.083333,101
hetionet,CrC,? CrC Compound::DB00120,head,4,3,0.25,0.333333,0.083333,101
hetionet,CrC,? CrC Compound::DB00248,head,6,4,0.166667,0.25,0.083333,100
hetionet,CrC,? CrC Compound::DB00873,head,4,3,0.25,0.333333,0.083333,101
hetionet,CrC,? CrC Compound::DB00873,head,4,3,0.25,0.333333,0.083333,101
hetionet,CrC,? CrC Compound::DB01406,head,4,3,0.25,0.333333,0.083333,100
hetionet,CrC,? CrC Compound::DB01421,head,6,4,0.166667,0.25,0.083333,100
hetionet,CrC,? CrC Compound::DB06781,head,4,3,0.25,0.333333,0.083333,100
hetionet,CuG,Compound::DB00982 CuG ?,tail,4,3,0.25,0.333333,0.083333,104
hetionet,CuG,Compound::DB00982 CuG ?,tail,4,3,0.25,0.333333,0.083333,104
hetionet,CuG,Compound::DB00982 CuG ?,tail,4,3,0.25,0.333333,0.083333,104
hetionet,CuG,Compound::DB00982 CuG ?,tail,4,3,0.25,0.333333,0.083333,104
hetionet,CuG,Compound::DB00982 CuG ?,tail,4,3,0.25,0.333333,0.083333,104
hetionet,CuG,Compound::DB00982 CuG ?,tail,4,3,0.25,0.333333,0.083333,104
hetionet,CuG,? CuG Gene::29978,head,4,3,0.25,0.333333,0.083333,101
hetionet,CuG,? CuG Gene::29978,head,4,3,0.25,0.333333,0.083333,101
hetionet,CuG,? CuG Gene::873,head,4,3,0.25,0.333333,0.083333,101
hetionet,CuG,? CuG Gene::873,head,4,3,0.25,0.333333,0.083333,101
hetionet,CuG,? CuG Gene::873,head,4,3,0.25,0.333333,0.083333,101
hetionet,DaG,? DaG Gene::1956,head,6,4,0.166667,0.25,0.083333,103
hetionet,DaG,? DaG Gene::1956,head,6,4,0.166667,0.25,0.083333,103
hetionet,DaG,? DaG Gene::1956,head,6,4,0.166667,0.25,0.083333,103
hetionet,DaG,? DaG Gene::1956,head,6,4,0.166667,0.25,0.083333,103
hetionet,DaG,? DaG Gene::6236,head,4,3,0.25,0.333333,0.083333,100
hetionet,DaG,? DaG Gene::632,head,4,3,0.25,0.333333,0.083333,100
hetionet,DaG,? DaG Gene::7391,head,4,3,0.25,0.333333,0.083333,100
hetionet,DlA,Disease::DOID:5559 DlA ?,tail,6,4,0.166667,0.25,0.083333,102
hetionet,DlA,Disease::DOID:5559 DlA ?,tail,6,4,0.166667,0.25,0.083333,102
hetionet,DlA,Disease::DOID:5559 DlA ?,tail,6,4,0.166667,0.25,0.083333,102
hetionet,DlA,Disease::DOID:5559 DlA ?,tail,6,4,0.166667,0.25,0.083333,102
hetionet,DlA,? DlA Anatomy::UBERON:0001016,head,4,3,0.25,0.333333,0.083333,101
hetionet,DlA,? DlA Anatomy::UBERON:0001016,head,4,3,0.25,0.333333,0.083333,101
hetionet,DlA,? DlA Anatomy::UBERON:0001322,head,4,3,0.25,0.333333,0.083333,100
hetionet,DlA,? DlA Anatomy::UBERON:0001768,head,4,3,0.25,0.333333,0.083333,100
hetionet,DlA,? DlA Anatomy::UBERON:0002371,head,4,3,0.25,0.333333,0.083333,100
hetionet,DpS,? DpS Symptom::D001039,head,4,3,0.25,0.333333,0.083333,100
hetionet,DpS,? DpS Symptom::D004409,head,4,3,0.25,0.333333,0.083333,100
hetionet,DpS,? DpS Symptom::D004412,head,4,3,0.25,0.333333,0.083333,101
hetionet,DpS,? DpS Symptom::D004412,head,4,3,0.25,0.333333,0.083333,101
hetionet,DrD,Disease::DOID:1595 DrD ?,tail,4,3,0.25,0.333333,0.083333,100
YAGO3-10,playsFor,? playsFor PEC_Zwolle,head,23,8,0.043478,0.125,0.081522,100
hetionet,AeG,? AeG Gene::114971,head,16,7,0.0625,0.142857,0.080357,101
hetionet,AeG,? AeG Gene::114971,head,16,7,0.0625,0.142857,0.080357,101
hetionet,AeG,? AeG Gene::116071,head,16,7,0.0625,0.142857,0.080357,102
hetionet,AeG,? AeG Gene::116071,head,16,7,0.0625,0.142857,0.080357,102
hetionet,AeG,? AeG Gene::116071,head,16,7,0.0625,0.142857,0.080357,102
hetionet,AeG,? AeG Gene::443,head,16,7,0.0625,0.142857,0.080357,101
hetionet,AeG,? AeG Gene::443,head,16,7,0.0625,0.142857,0.080357,101
hetionet,CrC,? CrC Compound::DB01125,head,32,9,0.03125,0.111111,0.079861,100
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/nominated/for,? /award/award_nominee/award_nominations./award/award_nomination/nominated_for /m/0431v3,head,30,9,0.033333,0.111111,0.077778,100
YAGO3-10,playsFor,? playsFor Clube_de_Regatas_do_Flamengo,head,21,8,0.047619,0.125,0.077381,101
YAGO3-10,playsFor,? playsFor Clube_de_Regatas_do_Flamengo,head,21,8,0.047619,0.125,0.077381,101
YAGO3-10,playsFor,? playsFor Clube_de_Regatas_do_Flamengo,head,21,8,0.047619,0.125,0.077381,101
FB15k-237,award/award/category/winners./award/award/honor/award/winner,? /award/award_category/winners./award/award_honor/award_winner /m/049g_xj,head,15,7,0.066667,0.142857,0.07619,100
FB15k-237,education/educational/institution/students/graduates./education/education/major/field/of/study,? /education/educational_institution/students_graduates./education/education/major_field_of_study /m/01x3g,head,15,7,0.066667,0.142857,0.07619,101
FB15k-237,education/educational/institution/students/graduates./education/education/major/field/of/study,? /education/educational_institution/students_graduates./education/education/major_field_of_study /m/01x3g,head,15,7,0.066667,0.142857,0.07619,101
YAGO3-10,playsFor,? playsFor Kuwait_national_football_team,head,15,7,0.066667,0.142857,0.07619,100
hetionet,AeG,? AeG Gene::122011,head,15,7,0.066667,0.142857,0.07619,101
hetionet,AeG,? AeG Gene::122011,head,15,7,0.066667,0.142857,0.07619,101
hetionet,AeG,? AeG Gene::7032,head,15,7,0.066667,0.142857,0.07619,100
FB15k-237,award/award/ceremony/awards/presented./award/award/honor/award/winner,/m/0gx_st /award/award_ceremony/awards_presented./award/award_honor/award_winner ?,tail,11,6,0.090909,0.166667,0.075758,100
FB15k-237,award/award/ceremony/awards/presented./award/award/honor/award/winner,/m/0gx_st /award/award_ceremony/awards_presented./award/award_honor/award_winner ?,tail,11,6,0.090909,0.166667,0.075758,100
FB15k-237,award/award/ceremony/awards/presented./award/award/honor/award/winner,/m/0gx_st /award/award_ceremony/awards_presented./award/award_honor/award_winner ?,tail,11,6,0.090909,0.166667,0.075758,100
FB15k-237,award/award/ceremony/awards/presented./award/award/honor/honored/for,/m/0dthsy /award/award_ceremony/awards_presented./award/award_honor/honored_for ?,tail,11,6,0.090909,0.166667,0.075758,100
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award/nominee,? /award/award_nominee/award_nominations./award/award_nomination/award_nominee /m/0163r3,head,11,6,0.090909,0.166667,0.075758,100
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/nominated/for,? /award/award_nominee/award_nominations./award/award_nomination/nominated_for /m/04pk1f,head,11,6,0.090909,0.166667,0.075758,100
FB15k-237,location/location/adjoin/s./location/adjoining/relationship/adjoins,? /location/location/adjoin_s./location/adjoining_relationship/adjoins /m/0345h,head,11,6,0.090909,0.166667,0.075758,100
FB15k-237,music/genre/artists,? /music/genre/artists /m/01vw_dv,head,11,6,0.090909,0.166667,0.075758,100
YAGO3-10,dealsWith,? dealsWith Thailand,head,11,6,0.090909,0.166667,0.075758,100
YAGO3-10,isAffiliatedTo,Cesare_Augusto_Fasanelli isAffiliatedTo ?,tail,11,6,0.090909,0.166667,0.075758,100
YAGO3-10,isLocatedIn,? isLocatedIn Colorado,head,11,6,0.090909,0.166667,0.075758,100
YAGO3-10,playsFor,? playsFor Bristol_Rovers_F.C.,head,11,6,0.090909,0.166667,0.075758,102
YAGO3-10,playsFor,? playsFor Bristol_Rovers_F.C.,head,11,6,0.090909,0.166667,0.075758,102
YAGO3-10,playsFor,? playsFor Bristol_Rovers_F.C.,head,11,6,0.090909,0.166667,0.075758,102
YAGO3-10,playsFor,? playsFor Croatia_national_under-20_football_team,head,11,6,0.090909,0.166667,0.075758,100
YAGO3-10,playsFor,? playsFor FC_Dinamo_București,head,11,6,0.090909,0.166667,0.075758,100
YAGO3-10,playsFor,? playsFor Queen_of_the_South_F.C.,head,11,6,0.090909,0.166667,0.075758,100
codex-l,P131,Q69208 P131 ?,tail,11,6,0.090909,0.166667,0.075758,100
hetionet,AdG,? AdG Gene::10514,head,11,6,0.090909,0.166667,0.075758,100
hetionet,AeG,? AeG Gene::92483,head,11,6,0.090909,0.166667,0.075758,100
hetionet,AuG,? AuG Gene::51663,head,11,6,0.090909,0.166667,0.075758,100
hetionet,AuG,? AuG Gene::56938,head,11,6,0.090909,0.166667,0.075758,100
hetionet,AuG,? AuG Gene::57506,head,11,6,0.090909,0.166667,0.075758,100
hetionet,CrC,? CrC Compound::DB00719,head,11,6,0.090909,0.166667,0.075758,100
FB15k-237,award/award/category/winners./award/award/honor/award/winner,? /award/award_category/winners./award/award_honor/award_winner /m/0js9s,head,8,5,0.125,0.2,0.075,100
FB15k-237,award/award/ceremony/awards/presented./award/award/honor/award/winner,? /award/award_ceremony/awards_presented./award/award_honor/award_winner /m/02x8z_,head,8,5,0.125,0.2,0.075,100
FB15k-237,award/award/ceremony/awards/presented./award/award/honor/honored/for,? /award/award_ceremony/awards_presented./award/award_honor/honored_for /m/0gpx6,head,8,5,0.125,0.2,0.075,100
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,? /award/award_nominee/award_nominations./award/award_nomination/award /m/0bdw1g,head,8,5,0.125,0.2,0.075,101
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,? /award/award_nominee/award_nominations./award/award_nomination/award /m/0bdw1g,head,8,5,0.125,0.2,0.075,101
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,/m/01w0yrc /award/award_nominee/award_nominations./award/award_nomination/award ?,tail,8,5,0.125,0.2,0.075,100
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,/m/02mt4k /award/award_nominee/award_nominations./award/award_nomination/award ?,tail,8,5,0.125,0.2,0.075,100
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/nominated/for,? /award/award_nominee/award_nominations./award/award_nomination/nominated_for /m/0dr_4,head,8,5,0.125,0.2,0.075,100
FB15k-237,award/award/winner/awards/won./award/award/honor/award/winner,/m/01wwvd2 /award/award_winner/awards_won./award/award_honor/award_winner ?,tail,8,5,0.125,0.2,0.075,100
FB15k-237,award/award/winner/awards/won./award/award/honor/award/winner,/m/02s2ft /award/award_winner/awards_won./award/award_honor/award_winner ?,tail,8,5,0.125,0.2,0.075,100
FB15k-237,music/genre/artists,? /music/genre/artists /m/01pq5j7,head,8,5,0.125,0.2,0.075,100
FB15k-237,music/genre/artists,/m/06924p /music/genre/artists ?,tail,8,5,0.125,0.2,0.075,100
YAGO3-10,isAffiliatedTo,Kamel_Chafni isAffiliatedTo ?,tail,8,5,0.125,0.2,0.075,100
YAGO3-10,isLocatedIn,"? isLocatedIn Central_Development_Region,_Nepal",head,8,5,0.125,0.2,0.075,100
YAGO3-10,playsFor,? playsFor Juventus_F.C.,head,8,5,0.125,0.2,0.075,102
YAGO3-10,playsFor,? playsFor Juventus_F.C.,head,8,5,0.125,0.2,0.075,102
YAGO3-10,playsFor,? playsFor Juventus_F.C.,head,8,5,0.125,0.2,0.075,102
hetionet,AdG,? AdG Gene::23450,head,8,5,0.125,0.2,0.075,100
hetionet,AdG,? AdG Gene::3265,head,8,5,0.125,0.2,0.075,100
hetionet,AdG,? AdG Gene::4001,head,8,5,0.125,0.2,0.075,101
hetionet,AdG,? AdG Gene::4001,head,8,5,0.125,0.2,0.075,101
hetionet,AdG,? AdG Gene::8288,head,8,5,0.125,0.2,0.075,101
hetionet,AdG,? AdG Gene::8288,head,8,5,0.125,0.2,0.075,101
hetionet,AdG,? AdG Gene::8833,head,8,5,0.125,0.2,0.075,100
hetionet,AdG,? AdG Gene::89845,head,8,5,0.125,0.2,0.075,101
hetionet,AdG,? AdG Gene::89845,head,8,5,0.125,0.2,0.075,101
hetionet,AeG,? AeG Gene::1053,head,8,5,0.125,0.2,0.075,100
hetionet,AeG,? AeG Gene::150082,head,8,5,0.125,0.2,0.075,100
hetionet,AeG,? AeG Gene::1758,head,8,5,0.125,0.2,0.075,100
hetionet,AeG,? AeG Gene::23769,head,8,5,0.125,0.2,0.075,101
hetionet,AeG,? AeG Gene::23769,head,8,5,0.125,0.2,0.075,101
hetionet,AeG,? AeG Gene::3208,head,8,5,0.125,0.2,0.075,101
hetionet,AeG,? AeG Gene::3208,head,8,5,0.125,0.2,0.075,101
hetionet,AeG,? AeG Gene::3294,head,8,5,0.125,0.2,0.075,100
hetionet,AeG,? AeG Gene::389941,head,8,5,0.125,0.2,0.075,102
hetionet,AeG,? AeG Gene::389941,head,8,5,0.125,0.2,0.075,102
hetionet,AeG,? AeG Gene::389941,head,8,5,0.125,0.2,0.075,102
hetionet,AeG,? AeG Gene::5271,head,8,5,0.125,0.2,0.075,101
hetionet,AeG,? AeG Gene::5271,head,8,5,0.125,0.2,0.075,101
hetionet,AeG,? AeG Gene::5672,head,8,5,0.125,0.2,0.075,101
hetionet,AeG,? AeG Gene::5672,head,8,5,0.125,0.2,0.075,101
hetionet,AeG,? AeG Gene::8797,head,8,5,0.125,0.2,0.075,100
hetionet,AeG,? AeG Gene::9622,head,8,5,0.125,0.2,0.075,103
hetionet,AeG,? AeG Gene::9622,head,8,5,0.125,0.2,0.075,103
hetionet,AeG,? AeG Gene::9622,head,8,5,0.125,0.2,0.075,103
hetionet,AeG,? AeG Gene::9622,head,8,5,0.125,0.2,0.075,103
hetionet,AuG,? AuG Gene::1540,head,8,5,0.125,0.2,0.075,102
hetionet,AuG,? AuG Gene::1540,head,8,5,0.125,0.2,0.075,102
hetionet,AuG,? AuG Gene::1540,head,8,5,0.125,0.2,0.075,102
hetionet,AuG,? AuG Gene::2962,head,8,5,0.125,0.2,0.075,101
hetionet,AuG,? AuG Gene::2962,head,8,5,0.125,0.2,0.075,101
hetionet,AuG,? AuG Gene::3732,head,8,5,0.125,0.2,0.075,100
hetionet,AuG,? AuG Gene::3953,head,8,5,0.125,0.2,0.075,102
hetionet,AuG,? AuG Gene::3953,head,8,5,0.125,0.2,0.075,102
hetionet,AuG,? AuG Gene::3953,head,8,5,0.125,0.2,0.075,102
hetionet,AuG,? AuG Gene::4245,head,8,5,0.125,0.2,0.075,101
hetionet,AuG,? AuG Gene::4245,head,8,5,0.125,0.2,0.075,101
hetionet,AuG,? AuG Gene::4629,head,8,5,0.125,0.2,0.075,102
hetionet,AuG,? AuG Gene::4629,head,8,5,0.125,0.2,0.075,102
hetionet,AuG,? AuG Gene::4629,head,8,5,0.125,0.2,0.075,102
hetionet,AuG,? AuG Gene::4881,head,8,5,0.125,0.2,0.075,101
hetionet,AuG,? AuG Gene::4881,head,8,5,0.125,0.2,0.075,101
hetionet,AuG,? AuG Gene::57007,head,8,5,0.125,0.2,0.075,100
hetionet,AuG,? AuG Gene::7802,head,8,5,0.125,0.2,0.075,100
hetionet,AuG,? AuG Gene::933,head,8,5,0.125,0.2,0.075,100
hetionet,AuG,? AuG Gene::9525,head,8,5,0.125,0.2,0.075,100
YAGO3-10,isLocatedIn,? isLocatedIn Bodø,head,19,8,0.052632,0.125,0.072368,100
YAGO3-10,playsFor,? playsFor Kickers_Offenbach,head,19,8,0.052632,0.125,0.072368,100
hetionet,AeG,? AeG Gene::3857,head,19,8,0.052632,0.125,0.072368,102
hetionet,AeG,? AeG Gene::3857,head,19,8,0.052632,0.125,0.072368,102
hetionet,AeG,? AeG Gene::3857,head,19,8,0.052632,0.125,0.072368,102
FB15k-237,award/award/category/nominees./award/award/nomination/nominated/for,? /award/award_category/nominees./award/award_nomination/nominated_for /m/0422v0,head,14,7,0.071429,0.142857,0.071429,100
FB15k-237,award/award/ceremony/awards/presented./award/award/honor/award/winner,/m/09k5jh7 /award/award_ceremony/awards_presented./award/award_honor/award_winner ?,tail,14,7,0.071429,0.142857,0.071429,101
FB15k-237,award/award/ceremony/awards/presented./award/award/honor/award/winner,/m/09k5jh7 /award/award_ceremony/awards_presented./award/award_honor/award_winner ?,tail,14,7,0.071429,0.142857,0.071429,101
FB15k-237,award/award/ceremony/awards/presented./award/award/honor/award/winner,/m/09k5jh7 /award/award_ceremony/awards_presented./award/award_honor/award_winner ?,tail,14,7,0.071429,0.142857,0.071429,101
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,/m/048q6x /award/award_nominee/award_nominations./award/award_nomination/award ?,tail,14,7,0.071429,0.142857,0.071429,101
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,/m/048q6x /award/award_nominee/award_nominations./award/award_nomination/award ?,tail,14,7,0.071429,0.142857,0.071429,101
FB15k-237,award/award/winning/work/awards/won./award/award/honor/award,/m/04b2qn /award/award_winning_work/awards_won./award/award_honor/award ?,tail,14,7,0.071429,0.142857,0.071429,100
YAGO3-10,participatedIn,Habsburg_Monarchy participatedIn ?,tail,14,7,0.071429,0.142857,0.071429,101
YAGO3-10,participatedIn,Habsburg_Monarchy participatedIn ?,tail,14,7,0.071429,0.142857,0.071429,101
YAGO3-10,playsFor,? playsFor South_Korea_national_under-23_football_team,head,14,7,0.071429,0.142857,0.071429,100
hetionet,AdG,? AdG Gene::3614,head,14,7,0.071429,0.142857,0.071429,100
hetionet,AeG,? AeG Gene::170392,head,14,7,0.071429,0.142857,0.071429,100
hetionet,AuG,? AuG Gene::11226,head,14,7,0.071429,0.142857,0.071429,100
hetionet,AuG,? AuG Gene::4363,head,14,7,0.071429,0.142857,0.071429,100
YAGO3-10,isAffiliatedTo,Stéphane_Grichting isAffiliatedTo ?,tail,25,9,0.04,0.111111,0.071111,100
